UV,SolarRad,Avg_Wind,Rel_humidity,pop_Density,StringyInd,PM25,DailyTemp,Precipitation,DailyCases,DailyDeath,TotPop,CSR
7,19.2,14.4,62,77.0296708,41.67,41,25.1,89.69142763,43856,1142,44385155,0.000988078
9,31.3,12,55,135.6091101,72.22,141,35.9,5.380582979,47797,313,9770529,0.004891956
4,8.8,9.3,70,274.7089819,71.3,39,16.1,31.11635662,282703,40320,66834405,0.004229902
4,11.7,22,58.5,27,52.31,71,5.7,34.7768073,2099,20,4485213,0.000467982
6,8.5,9,85,308.1252459,55.56,51,26.8,271.1142518,355,0,96462106,3.68E-06
3,21.9,12.9,64.65,1360.9,68.98,13,18,43.74827018,8067,154,932546,0.008650512
6,23.3,11.1,71.4,44,68.98,64,29.4,69.89239774,71,0,30032,0.002364145
6,14.8,14.4,66.65,107.1279669,47.22,15,19.4,178.9421573,17723,703,8877067,0.001996493
7,14.3,6,84.5,1239.579312,74.54,82,29.2,566.0490784,141801,1783,163046161,0.000869698
8,25,12,63,1300,78.24,79,24.4,153.5623427,919,9,21516000,4.27E-05
4,8.7,16,75,377.3795905,51.85,31,16.1,82.11894949,61361,9732,11484055,0.005343148
6,20.7,9,75,25.06171624,77.31,20,15.2,49.05211604,1368195,58314,211049527,0.006482815
3,14.9,12.4,71.75,5492.6,68.98,5,12,47.88800536,2904,174,631486,0.004598677
7,33.9,16.9,17.2,247.3,68.98,57,31.7,3.483068847,15095,414,2266715,0.006659417
6,18.4,12.4,69.7,2026.4,68.98,39,33.3,86.37336716,4877,240,760141,0.006415915
5,6,18,83,97.91306306,73.61,20,20,331.6521187,3269,15,5047561,0.00064764
5,17.3,27,73.5,137.6577053,35.19,44,18,98.46677215,11805,348,10669709,0.001106403
4,28.1,19,75,137.9765658,57.41,32,19,30.14634948,12751,605,5818553,0.002191438
3,14,16,70,18.14854727,35.19,25,19.5,26.61983817,7209,328,5520314,0.001305904
4,17,16,70,122.2994372,51.85,30,18.6,53.67947844,194109,29736,67059887,0.002894562
7,27.6,6,55.9,83.26518231,40.74,30,26.6,11.24831982,3390,191,10716322,0.00031634
8,12.8,19,80,7096.190476,41.67,75,31,215.7292597,1203,7,7507400,0.000160242
6,18.5,17,65,107.9814868,54.63,26,23.4,57.10519066,4145,585,9769949,0.00042426
10,19.4,12,55,454.9380726,76.39,84,35.9,51.79855369,566840,16893,1366417754,0.000414837
8,25.1,9,79.5,147.7521901,59.72,108,28.7,110.5373162,55092,2805,270625568,0.000203573
7,34.4,16,65,410.4805915,75,88,26.1,9.283143348,24441,319,9053300,0.002699679
6,20.3,8,74,205.4183722,55.56,42,26.4,48.59171202,240436,34744,60297396,0.003987502
5,13.7,20,72,347.0734584,25.93,32,25.6,112.1179582,18476,972,126264931,0.000146327
6,21,12.6,54,6.769825721,81.02,16,17.3,42.51277048,21819,188,18513930,0.001178518
7,13.9,11.2,68.3,550.4,68.98,66,30,125.5291765,4442,356,545724,0.008139646
7,11.6,9.8,75.1,413.1,68.98,75,35.6,148.7412778,1114,8,293582,0.003794511
6,23.9,13,76,8092.3,68.98,66,23.3,2.930516789,103850,3331,3979537,0.026096001
7,17.8,9,80,95.96282149,50.93,84,28.6,148.439912,8637,121,31949777,0.000270331
8,37.7,10.8,17.9,414.9,68.98,27,33.1,0,48592,746,4485414,0.010833337
6,25.4,6.1,89,64.91462641,70.83,75,20.7,192.3439609,220657,27121,127575529,0.001729619
4,20.3,11.6,64.5,1704.9,68.98,9,19.4,51.43261673,2202,69,812855,0.00270897
4,13.4,16,77.5,511.4759276,59.26,19,18.7,75.32078547,50223,6107,17332850,0.002897562
7,11.9,10.8,75.7,2029.4,68.98,26,30.3,242.7046994,7851,532,390144,0.020123339
6,19.4,16.7,64.5,27012.5,68.98,45,28.9,112.9800114,28447,3078,8336817,0.003412214
3,10.8,15.8,85,18.38517337,22.22,26,11.4,69.29781725,1528,22,4917000,0.000310759
4,7.5,19.6,79.05,244.1,68.98,18,20.6,115.3042174,261,3,108860,0.002397575
7,19.4,17,56.5,82.59151467,40.74,56,26.5,61.07005258,6209,298,2083459,0.00298014
3,24.8,12,70,14.54829163,40.74,10,16.3,101.6974668,8862,249,5347896,0.0016571
8,23.6,17.2,70.4,956.4,68.98,107,34.4,89.59562714,2913,70,655158,0.004446256
5,17.2,11.4,66.6,14.8,68.98,11,26.3,51.95572309,36823,2726,13448494,0.002738076
10,30.1,9,50,275.2893187,60.19,99,28.4,24.81840375,209337,4304,216565318,0.000966623
5,11.4,16,70,124.0234822,50.93,76,30.6,95.27370715,34154,1444,37970874,0.000899479
6,17.3,8,70,79.8376858,25.93,35,27.4,69.64601043,14288,274,6944975,0.002057315
6,12.1,9,81,7952.998418,50.93,32,28.5,105.1258466,43661,26,5703569,0.007655031
6,17.8,12,65,113.2855865,37.96,74,21.3,131.6643834,1665,28,5454073,0.000305276
5,23.7,7.9,56.1,47.63011978,76.85,37,15,26.19157544,144264,2529,58558270,0.002463597
4,16.4,9,71.5,529.3585013,53.24,54,23.2,236.9363328,12800,282,51709098,0.000247539
8,21.5,17,46,93.67719744,41.2,43,31.4,38.74073648,248970,28346,47076781,0.005288594
6,14.6,9,79.5,345.558922,53.7,58,29.1,115.6879851,2039,11,21803000,9.35E-05
7,19.5,14,80,658,23.15,44,34,421.1503491,447,7,23855010,1.87E-05
7,17.4,12,75,135.8972068,59.26,62,29.7,120.2479077,3169,58,69625582,4.55E-05
7,23.1,17,70,106.9601289,63.89,59,25.3,21.07494131,198613,5115,83429615,0.002380605
7,14.2,14.4,62,77.0296708,41.67,37,24.1,46.00556745,44538,1161,44385155,0.001003444
9,30.3,12,55,135.6091101,72.22,163,35.3,10.41474163,48246,314,9770529,0.004937911
4,8.8,9.3,70,274.7089819,71.3,38,15.4,62.84155133,283307,40341,66834405,0.00423894
4,13.7,22,58.5,27,52.31,99,8.1,49.89269753,2159,20,4485213,0.00048136
6,15.5,9,85,308.1252459,55.56,45,26.1,270.0077448,355,0,96462106,3.68E-06
3,24.9,12.9,64.65,1360.9,68.98,15,9,95.62430046,8108,154,932546,0.008694477
6,25.3,11.1,71.4,44,68.98,60,30.6,46.43752858,72,0,30032,0.002397443
6,10.8,14.4,66.65,107.1279669,47.22,30,22,179.6953627,17766,705,8877067,0.002001337
7,9.8,6,84.5,1239.579312,74.54,114,30.2,506.5824588,145483,1847,163046161,0.000892281
8,14,12,63,1300,78.24,36,28.3,176.4450503,922,9,21516000,4.29E-05
4,10.7,16,75,377.3795905,51.85,27,16.3,51.32718934,61427,9747,11484055,0.005348895
6,14.7,9,75,25.06171624,77.31,44,18.4,77.17486319,1402041,59594,211049527,0.006643185
3,18.9,12.4,71.75,5492.6,68.98,29,14,33.78016323,2916,174,631486,0.00461768
7,34.9,16.9,17.2,247.3,68.98,35,36.1,1.707139233,15604,416,2266715,0.006883971
6,12.4,12.4,69.7,2026.4,68.98,37,32.2,140.6011931,5081,243,760141,0.006684286
5,8,18,83,97.91306306,73.61,44,22,183.5261907,3459,16,5047561,0.000685281
5,10.3,27,73.5,137.6577053,37.5,25,19.7,81.06228035,11954,349,10669709,0.001120368
4,18.1,19,75,137.9765658,57.41,30,20,33.47846595,12768,605,5818553,0.00219436
3,15,16,70,18.14854727,35.19,21,18.1,44.15088082,7214,328,5520314,0.00130681
4,13,16,70,122.2994372,51.85,30,19.6,76.07787338,194373,29763,67059887,0.002898499
7,20.6,6,55.9,83.26518231,40.74,28,28.1,14.07590157,3409,192,10716322,0.000318113
8,13.8,19,80,7096.190476,41.67,84,28,200.0489938,1205,7,7507400,0.000160508
6,19.5,17,65,107.9814868,54.63,38,22.5,70.98786381,4155,585,9769949,0.000425284
10,29.4,12,55,454.9380726,76.39,38,33.2,58.39775134,585481,17400,1366417754,0.000428479
8,15.1,9,79.5,147.7521901,54.17,109,28.2,167.6406581,56385,2876,270625568,0.000208351
7,35.4,16,65,410.4805915,69.44,114,25.5,6.576329007,25244,320,9053300,0.002788376
6,21.3,8,74,205.4183722,55.56,34,26.8,60.9578885,240578,34767,60297396,0.003989857
5,12.7,20,72,347.0734584,25.93,34,25.3,185.2443824,18615,972,126264931,0.000147428
6,18,12.6,54,6.769825721,81.02,28,22.2,41.81747856,22308,188,18513930,0.001204931
7,9.9,11.2,68.3,550.4,68.98,17,29.4,49.19117571,4464,357,545724,0.008179959
7,17.6,9.8,75.1,413.1,68.98,49,33.9,247.6335562,1149,8,293582,0.003913728
6,23.9,13,76,8092.3,68.98,17,23.9,1.83664269,105665,3371,3979537,0.026552084
7,16.8,9,80,95.96282149,50.93,72,28.6,156.5779327,8639,121,31949777,0.000270393
8,38.7,10.8,17.9,414.9,68.98,21,31.6,0,52266,771,4485414,0.011652436
6,23.4,6.1,89,64.91462641,70.83,62,21.6,198.0320944,226089,27769,127575529,0.001772197
4,21.3,11.6,64.5,1704.9,68.98,18,18.3,31.76333392,2239,69,812855,0.002754489
4,21.4,16,77.5,511.4759276,59.26,24,17.4,87.17623013,50273,6113,17332850,0.002900446
7,18.9,10.8,75.7,2029.4,68.98,49,30.6,227.3830278,7919,534,390144,0.020297634
6,13.4,16.7,64.5,27012.5,68.98,21,28.3,96.28066942,28518,3079,8336817,0.00342073
3,10.8,15.8,85,18.38517337,22.22,34,10.4,66.64437756,1528,22,4917000,0.000310759
4,18.5,19.6,79.05,244.1,68.98,17,22.3,144.0677291,261,3,108860,0.002397575
7,17.4,17,56.5,82.59151467,40.74,55,26.9,45.17581799,6334,302,2083459,0.003040137
3,20.8,12,70,14.54829163,40.74,10,15.2,93.47837473,8879,250,5347896,0.001660279
8,28.6,17.2,70.4,956.4,68.98,67,36.1,133.3991064,3029,70,655158,0.004623312
5,25.2,11.4,66.6,14.8,68.98,9,23.5,42.42919476,36961,2730,13448494,0.002748337
10,25.1,9,50,275.2893187,60.19,82,31.1,44.49614925,213470,4395,216565318,0.000985707
5,8.4,16,70,124.0234822,50.93,61,28.9,102.0861245,34393,1463,37970874,0.000905773
6,25.3,8,70,79.8376858,25.93,46,21.9,81.01809412,14564,277,6944975,0.002097056
6,16.1,9,81,7952.998418,50.93,38,29.3,130.2180563,43907,26,5703569,0.007698162
6,12.8,12,65,113.2855865,37.96,45,21.7,66.81434539,1667,28,5454073,0.000305643
5,22.7,7.9,56.1,47.63011978,76.85,56,14,20.1168432,151209,2657,58558270,0.002582197
4,10.4,9,71.5,529.3585013,53.24,30,20,99.27196587,12850,282,51709098,0.000248506
8,31.5,17,46,93.67719744,41.2,57,32.3,26.41276476,249271,28355,47076781,0.005294988
6,17.6,9,79.5,345.558922,53.7,49,29.3,167.5731941,2047,11,21803000,9.39E-05
7,13.5,14,80,658,23.15,49,36,326.9555881,447,7,23855010,1.87E-05
7,18.4,12,75,135.8972068,59.26,68,30.8,157.2038571,3171,58,69625582,4.55E-05
7,30.1,17,70,106.9601289,63.89,45,24.8,26.4276934,199906,5131,83429615,0.002396104
7,21.2,14.4,62,77.0296708,41.67,38,24.7,43.77471839,45254,1173,44385155,0.001019575
9,25.3,12,55,135.6091101,72.22,144,36.3,7.184315244,48667,315,9770529,0.004980999
4,15.8,9.3,70,274.7089819,71.3,42,16.2,47.07455609,283710,40394,66834405,0.004244969
4,6.7,22,58.5,27,52.31,85,11.8,32.76065214,2231,20,4485213,0.000497412
6,18.5,9,85,308.1252459,55.56,59,26.9,168.5436376,355,0,96462106,3.68E-06
6,25,10.4,70.5,1360.9,68.98,17,15,85.00079544,8108,154,932546,0.008694477
7,29.1,9.8,68.9,44,68.98,76,32.2,78.07071777,73,0,30032,0.002430741
7,13.9,13.7,65.4,107.1279669,47.22,16,23.7,158.7967658,17873,705,8877067,0.00201339
7,9.8,6,85,1239.579312,74.54,78,31.7,558.2525725,149258,1888,163046161,0.000915434
9,19,8,75.5,1300,78.24,64,27.7,235.5208186,923,9,21516000,4.29E-05
7,19.9,16,75,377.3795905,50,30,17.6,95.99408245,61509,9754,11484055,0.005356035
4,15,9,75,25.06171624,77.31,41,18.8,67.06700637,1448753,60632,211049527,0.006864517
4,18.6,12.3,71.65,5492.6,68.98,4,14,21.5279019,2916,174,631486,0.00461768
9,29.8,15.4,21.2,247.3,68.98,23,38.3,6.281373202,16180,420,2266715,0.007138083
7,22,11.9,71.6,2026.4,68.98,27,27.8,196.4981083,5301,245,760141,0.006973706
5,4.7,17,82,97.91306306,73.61,43,17,196.7959015,3753,17,5047561,0.000743527
6,7.3,30,73,137.6577053,37.5,15,23.7,90.84766729,12046,349,10669709,0.00112899
5,29,19,75,137.9765658,57.41,30,20,33.49659048,12794,606,5818553,0.002198828
5,17.4,14,70,18.14854727,35.19,32,17.2,50.63374898,7236,328,5520314,0.001310795
8,9.8,16,70,122.2994372,51.85,37,20.6,61.42266096,194985,29780,67059887,0.002907625
8,31,6.5,53.2,83.26518231,40.74,53,28.3,8.815216212,3432,192,10716322,0.000320259
6,16,12,77.5,7096.190476,41.67,19,29,514.7242295,1233,7,7507400,0.000164238
8,23.2,17,60,107.9814868,54.63,16,24.9,63.71614742,4157,586,9769949,0.000425488
8,19.6,6,75,454.9380726,74.07,109,34.2,189.7507191,604641,17834,1366417754,0.000442501
8,17.1,12,76.5,147.7521901,54.17,149,27.3,77.44422764,57770,2934,270625568,0.000213468
7,28.8,16,70,410.4805915,69.44,60,25.9,0.421783648,26257,322,9053300,0.002900268
7,21.3,8,74,205.4183722,55.56,57,27.2,21.84175983,240760,34788,60297396,0.003992876
6,12.5,19,73,347.0734584,25.93,40,24.2,181.8769968,18838,976,126264931,0.000149194
6,25.5,10.1,59,6.769825721,81.02,30,22.2,43.12610154,41065,188,18513930,0.00221806
6,18.7,9.8,68.7,550.4,68.98,19,32.2,63.90875451,4504,364,545724,0.008253256
7,20.6,9.5,77.8,413.1,68.98,49,36.7,244.1544981,1377,8,293582,0.004690342
8,33.5,13,77,8092.3,68.98,19,24.4,0.273122028,107792,3405,3979537,0.027086568
6,16.3,12,80,95.96282149,50.93,66,29,224.6456935,8640,121,31949777,0.000270424
9,21.2,11.3,29.1,414.9,68.98,27,32.1,36.16786613,54757,817,4485414,0.012207792
6,19.7,6.2,89,64.91462641,70.83,71,21.4,231.8655326,231770,28510,127575529,0.001816728
7,10.4,11.9,61,1704.9,68.98,14,18.3,18.01478753,2301,69,812855,0.002830763
7,19.5,17,79,511.4759276,39.81,21,19.7,46.21132387,50335,6115,17332850,0.002904023
8,19.4,9.5,77.1,2029.4,68.98,57,30.8,99.27233399,7960,534,390144,0.020402723
5,21.2,16.1,63.5,27012.5,68.98,17,25,171.4468878,28596,3081,8336817,0.003430086
3,16.2,15.8,85,18.38517337,22.22,19,9.2,77.47593634,1530,22,4917000,0.000311165
5,13.6,19.2,78.55,244.1,68.98,21,19.7,95.68310846,261,3,108860,0.002397575
8,25.8,17,52,82.59151467,40.74,49,25.6,39.5933579,6454,306,2083459,0.003097733
6,23.5,14,70,14.54829163,40.74,19,13.6,93.24942369,8896,251,5347896,0.001663458
7,22,16.1,64.1,956.4,68.98,73,37.2,56.42260097,3135,70,655158,0.004785105
7,25.6,10.7,67.95,14.8,68.98,11,24,71.80376263,37085,2734,13448494,0.002757558
7,16.7,9,70,275.2893187,60.19,103,32,297.315297,217809,4473,216565318,0.001005743
6,7.3,14,75,124.0234822,50.93,60,32.2,68.18702001,34775,1477,37970874,0.000915834
6,17.3,6,67,79.8376858,38.89,32,26.8,98.52040639,14836,281,6944975,0.002136221
6,9.3,9,81.5,7952.998418,50.93,38,28.7,203.6587251,44122,26,5703569,0.007735858
7,16.9,12,64.5,113.2855865,37.96,34,25.9,76.27793664,1687,28,5454073,0.00030931
5,29.4,8.3,52.5,47.63011978,76.85,79,12,15.08816127,159333,2749,58558270,0.002720931
6,4.2,6,80,529.3585013,53.24,17,21.7,240.5550496,12904,282,51709098,0.00024955
8,31.3,17,39,93.67719744,41.2,75,31,18.1263981,249659,28364,47076781,0.00530323
6,12.6,9,78.5,345.558922,53.7,45,29.5,125.6800087,2054,11,21803000,9.42E-05
8,29.6,14,75,658,23.15,26,35,173.4893927,447,7,23855010,1.87E-05
8,14.3,12,75,135.8972068,52.78,48,29.6,146.4105392,3173,58,69625582,4.56E-05
7,28.2,19,65,106.9601289,63.89,48,26.8,21.18531077,201098,5150,83429615,0.002410391
6,19.9,14,65,77.0296708,41.67,61,23.9,54.3006417,45924,1188,44385155,0.00103467
9,26.1,9,55,135.6091101,72.22,122,37.3,14.7064019,49069,316,9770529,0.005022144
6,12.6,8.7,70,274.7089819,71.3,26,17.2,48.45729641,283770,40491,66834405,0.004245867
3,10,25,60,27,68.98,38,12.1,44.34823496,2303,20,4485213,0.000513465
6,6.3,9,85,308.1252459,55.56,108,28.3,277.519279,355,0,96462106,3.68E-06
6,14,10.4,70.5,1360.9,68.98,13,16,76.8312416,8202,155,932546,0.008795277
7,17.1,9.8,68.9,44,68.98,72,33.3,32.55690236,77,0,30032,0.002563932
7,13.9,13.7,65.4,107.1279669,47.22,26,23.3,82.17643231,17941,705,8877067,0.00202105
7,4.8,6,85,1239.579312,74.54,58,31.2,553.6681043,153277,1926,163046161,0.000940083
9,21,8,75.5,1300,78.24,68,25.3,155.9628091,925,9,21516000,4.30E-05
7,20.9,16,75,377.3795905,50,29,17.2,107.6187052,61598,9761,11484055,0.005363785
4,22,9,75,25.06171624,77.31,51,13.7,63.3308455,1496858,61884,211049527,0.007092449
4,29.6,12.3,71.65,5492.6,68.98,17,16,29.60726167,2940,177,631486,0.004655685
9,25.8,15.4,21.2,247.3,68.98,38,38.9,9.203994849,17028,432,2266715,0.007512193
7,16,11.9,71.6,2026.4,68.98,29,31.1,145.3819317,5507,245,760141,0.007244709
5,4.7,17,82,97.91306306,73.61,52,19,290.0200558,4023,18,5047561,0.000797019
6,6.3,30,73,137.6577053,37.5,18,20.9,105.3173131,12178,353,10669709,0.001141362
5,27,19,75,137.9765658,57.41,35,14,30.74686622,12815,606,5818553,0.002202438
5,18.4,14,70,18.14854727,35.19,22,18.2,51.34687927,7241,328,5520314,0.001311701
8,12.8,16,70,122.2994372,51.85,36,18.5,40.65991887,195458,29794,67059887,0.002914678
8,30,6.5,53.2,83.26518231,46.3,60,27.8,13.51357883,3458,192,10716322,0.000322685
6,14,12,77.5,7096.190476,41.67,17,32,339.2852262,1242,7,7507400,0.000165437
8,13.2,17,60,107.9814868,54.63,26,25.2,61.46088032,4166,587,9769949,0.00042641
8,17.6,6,75,454.9380726,74.07,131,36,242.4561395,625544,18213,1366417754,0.000457799
8,19.1,12,76.5,147.7521901,54.17,141,25.7,73.75591382,59394,2987,270625568,0.000219469
7,32.8,16,70,410.4805915,69.44,58,25.9,0.45576176,27047,324,9053300,0.002987529
7,16.3,8,74,205.4183722,55.56,53,26.8,43.8915098,240961,34818,60297396,0.003996209
6,6.5,19,73,347.0734584,25.93,28,26.4,124.4882456,19055,977,126264931,0.000150913
6,19.5,10.1,59,6.769825721,81.02,40,21.3,29.55207705,42574,188,18513930,0.002299566
6,13.7,9.8,68.7,550.4,68.98,19,32.8,95.44888492,4530,365,545724,0.008300899
7,15.6,9.5,77.8,413.1,68.98,39,32.8,146.7001274,1466,8,293582,0.004993494
8,26.5,13,77,8092.3,68.98,19,26.1,0.559768949,107806,3457,3979537,0.027090086
6,18.3,12,80,95.96282149,50.93,68,28.2,219.6314773,8643,121,31949777,0.000270518
9,22.2,11.3,29.1,414.9,68.98,21,34.2,29.56940549,57929,843,4485414,0.012914973
6,14.7,6.2,89,64.91462641,70.83,53,21.1,128.3555608,238511,29189,127575529,0.001869567
7,22.4,11.9,61,1704.9,68.98,9,19.4,25.82573061,2361,69,812855,0.002904577
7,20.5,17,79,511.4759276,39.81,15,20,89.31854915,50412,6118,17332850,0.002908466
8,20.4,9.5,77.1,2029.4,68.98,68,30.2,224.1583861,8031,534,390144,0.020584707
5,15.2,16.1,63.5,27012.5,68.98,31,27.8,96.5153475,28698,3091,8336817,0.003442321
3,12.2,15.8,85,18.38517337,22.22,25,8.8,111.8665088,1530,22,4917000,0.000311165
5,13.6,19.2,78.55,244.1,68.98,17,18.1,75.69684183,261,3,108860,0.002397575
8,20.8,17,52,82.59151467,46.3,30,26.6,30.98075114,6625,321,2083459,0.003179808
6,16.5,14,70,14.54829163,40.74,11,13.9,93.88698935,8902,251,5347896,0.00166458
7,20,16.1,64.1,956.4,68.98,76,36.7,91.05481336,3263,70,655158,0.004980478
7,14.6,10.7,67.95,14.8,68.98,9,27.5,56.31472643,37242,2737,13448494,0.002769232
7,19.7,9,70,275.2893187,66.67,124,33.4,181.4145585,221896,4551,216565318,0.001024615
6,21.3,14,75,124.0234822,50.93,53,32.8,112.7314915,35146,1492,37970874,0.000925604
6,25.3,6,67,79.8376858,38.89,37,27.9,80.26424785,15195,287,6944975,0.002187913
6,13.3,9,81.5,7952.998418,50.93,33,29.2,203.6483687,44310,26,5703569,0.00776882
7,18.9,12,64.5,113.2855865,37.96,57,24.6,58.53761671,1700,28,5454073,0.000311694
5,24.4,8.3,52.5,47.63011978,76.85,121,12,26.78806693,168061,2844,58558270,0.002869979
6,4.2,6,80,529.3585013,56.94,27,24.4,326.5211867,12967,282,51709098,0.000250768
8,30.3,17,39,93.67719744,41.2,75,29.3,12.08872244,250103,28368,47076781,0.005312661
6,9.6,9,78.5,345.558922,53.7,35,29.3,103.7562811,2066,11,21803000,9.48E-05
8,26.6,14,75,658,23.15,21,29,216.9393916,448,7,23855010,1.88E-05
8,9.3,12,75,135.8972068,52.78,46,29.1,195.990013,3179,58,69625582,4.57E-05
7,36.2,19,65,106.9601289,63.89,51,27.1,8.158362673,202284,5167,83429615,0.002424607
6,15.9,14,65,77.0296708,41.67,21,24.3,51.07958815,46821,1200,44385155,0.00105488
9,24.1,9,55,135.6091101,72.22,111,38.3,5.47372573,49469,317,9770529,0.005063083
6,9.6,8.7,70,274.7089819,71.3,33,16.2,58.32890616,283774,40532,66834405,0.004245927
3,10,25,60,27,68.98,24,9.4,43.7926003,2368,20,4485213,0.000527957
6,17.3,9,85,308.1252459,55.56,101,27.7,209.3080831,355,0,96462106,3.68E-06
6,23,10.4,70.5,1360.9,68.98,10,21,129.3688327,8259,155,932546,0.0088564
7,17.1,9.8,68.9,44,68.98,93,35,38.62282234,81,0,30032,0.002697123
7,17.9,13.7,65.4,107.1279669,47.22,17,20.7,173.8736924,18050,705,8877067,0.002033329
7,11.8,6,85,1239.579312,74.54,75,31.5,597.8360855,156391,1968,163046161,0.000959182
9,18,8,75.5,1300,78.24,73,23.6,197.4180779,926,9,21516000,4.30E-05
7,8.9,16,75,377.3795905,50,26,16.8,94.42583264,61727,9765,11484055,0.005375018
4,23,9,75,25.06171624,81.02,56,13.2,31.25332969,1539081,63174,211049527,0.007292511
4,26.6,12.3,71.65,5492.6,68.98,31,16,44.32988316,2947,177,631486,0.00466677
9,23.8,15.4,21.2,247.3,68.98,36,40,12.04867344,17707,435,2266715,0.007811745
7,11,11.9,71.6,2026.4,68.98,34,33.3,136.2137663,5679,245,760141,0.007470982
5,4.7,17,82,97.91306306,73.61,49,25,288.9197542,4311,18,5047561,0.000854076
6,15.3,30,73,137.6577053,37.5,25,19.3,108.8436749,12319,353,10669709,0.001154577
5,13,19,75,137.9765658,57.41,27,14,56.97220449,12832,606,5818553,0.002205359
5,22.4,14,70,18.14854727,35.19,25,17.7,33.28170217,7242,329,5520314,0.001311882
8,14.8,16,70,122.2994372,51.85,33,18.4,30.44464625,195904,29812,67059887,0.002921329
8,29,6.5,53.2,83.26518231,46.3,54,28.6,6.017819665,3486,192,10716322,0.000325298
6,12,12,77.5,7096.190476,41.67,24,32,432.5943439,1247,7,7507400,0.000166103
8,23.2,17,60,107.9814868,54.63,38,22.7,32.69366979,4172,588,9769949,0.000427024
8,13.6,6,75,454.9380726,74.07,142,36.2,261.6296387,648315,18655,1366417754,0.000474463
8,20.1,12,76.5,147.7521901,54.17,118,27.4,67.41258895,60695,3036,270625568,0.000224277
7,27.8,16,70,410.4805915,69.44,71,26.5,0.501494961,28055,326,9053300,0.00309887
7,15.3,8,74,205.4183722,55.56,46,19.5,34.39478929,241184,34833,60297396,0.003999907
6,14.5,19,73,347.0734584,25.93,39,22.8,244.8907898,19185,977,126264931,0.000151942
6,25.5,10.1,59,6.769825721,81.02,31,16.2,31.04540449,45719,188,18513930,0.002469438
6,14.7,9.8,68.7,550.4,68.98,61,35,101.1761234,4572,365,545724,0.008377861
7,15.6,9.5,77.8,413.1,68.98,45,33.3,165.6363791,1638,8,293582,0.005579361
8,26.5,13,77,8092.3,68.98,61,27.2,0.481556705,107826,3457,3979537,0.027095112
6,18.3,12,80,95.96282149,50.93,64,27.7,267.4363089,8648,121,31949777,0.000270675
9,23.2,11.3,29.1,414.9,68.98,21,34.3,33.64367831,59829,865,4485414,0.013338568
6,15.7,6.2,89,64.91462641,70.83,65,20,185.3313987,245251,29843,127575529,0.001922398
7,14.4,11.9,61,1704.9,68.98,31,19.4,26.17610249,2417,69,812855,0.00297347
7,20.5,17,79,511.4759276,39.81,19,20.3,84.54999855,50487,6120,17332850,0.002912793
8,14.4,9.5,77.1,2029.4,68.98,67,27.5,182.5749061,8031,534,390144,0.020584707
5,22.2,16.1,63.5,27012.5,68.98,33,30,83.43882606,28760,3093,8336817,0.003449758
3,11.2,15.8,85,18.38517337,22.22,27,10.7,147.0034912,1530,22,4917000,0.000311165
5,10.6,19.2,78.55,244.1,68.98,15,16.9,104.7257369,261,3,108860,0.002397575
8,19.8,17,52,82.59151467,46.3,57,21.9,19.28704381,6787,328,2083459,0.003257564
6,11.5,14,70,14.54829163,40.74,15,12.1,84.6424288,8921,251,5347896,0.001668133
7,26,16.1,64.1,956.4,68.98,64,36.1,94.55043071,3393,70,655158,0.005178903
7,25.6,10.7,67.95,14.8,68.98,9,27.3,101.6958339,37407,2740,13448494,0.002781501
7,16.7,9,70,275.2893187,66.67,102,34.7,205.4423881,221896,4551,216565318,0.001024615
6,18.3,14,75,124.0234822,50.93,53,32.8,119.4530037,35405,1507,37970874,0.000932425
6,24.3,6,67,79.8376858,38.89,61,24.6,99.26489901,15504,298,6944975,0.002232405
6,15.3,9,81.5,7952.998418,50.93,30,29.4,95.87939248,44479,26,5703569,0.00779845
7,13.9,12,64.5,113.2855865,37.96,59,21.3,78.2577112,1720,28,5454073,0.000315361
5,25.4,8.3,52.5,47.63011978,76.85,111,14,26.64633169,177124,2952,58558270,0.003024748
6,10.2,6,80,529.3585013,56.94,18,25.1,326.8571645,13030,283,51709098,0.000251987
8,31.3,17,39,93.67719744,41.2,48,26.5,19.77011663,250545,28385,47076781,0.00532205
6,15.6,9,78.5,345.558922,53.7,30,28.6,63.3651029,2069,11,21803000,9.49E-05
8,28.6,14,75,658,23.15,23,34,152.7400973,449,7,23855010,1.88E-05
8,11.3,12,75,135.8972068,52.78,46,28.1,178.1964743,3180,58,69625582,4.57E-05
7,33.2,19,65,106.9601289,63.89,54,27,18.29372817,203456,5186,83429615,0.002438654
6,14.9,14,65,77.0296708,41.67,33,26.8,58.61180826,47705,1227,44385155,0.001074796
9,19.1,9,55,135.6091101,52.78,85,37.1,10.15556884,50141,318,9770529,0.005131861
6,13.6,8.7,70,274.7089819,71.3,29,16.4,30.22104858,284276,40581,66834405,0.004253438
3,12,25,60,27,68.98,20,6.9,40.4275715,2368,20,4485213,0.000527957
6,16.3,9,85,308.1252459,55.56,57,27.4,264.4544881,355,0,96462106,3.68E-06
6,25,10.4,70.5,1360.9,68.98,15,14,102.3716235,8259,155,932546,0.0088564
7,28.1,9.8,68.9,44,68.98,72,36.1,32.40734599,81,0,30032,0.002697123
7,14.9,13.7,65.4,107.1279669,47.22,18,22.1,163.0151446,18165,705,8877067,0.002046284
